REGION,YEAR,WEEK,% WEIGHTED ILI,%UNWEIGHTED ILI,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS
Ohio,2015,33,X,0.516327,37,23,7166
Oklahoma,2015,33,X,0.660905,13,15,1967
Oregon,2015,33,X,0,0,5,1535
Pennsylvania,2015,33,X,0.929204,84,42,9040
Rhode Island,2015,33,X,0,0,18,4188
South Carolina,2015,33,X,0.0439174,1,9,2277
South Dakota,2015,33,X,0.541176,23,18,4250
Tennessee,2015,33,X,0.208899,20,57,9574
Texas,2015,33,X,1.58142,542,83,34273
Utah,2015,33,X,0.552086,99,42,17932
Vermont,2015,33,X,0.694444,8,5,1152
Virginia,2015,33,X,0.800209,613,110,76605
Washington,2015,33,X,0.218818,7,30,3199
West Virginia,2015,33,X,0.351419,41,28,11667
Wisconsin,2015,33,X,0.208943,5,21,2393
Wyoming,2015,33,X,0.174581,5,13,2864
Puerto Rico,2015,33,X,2.14731,93,6,4331
Virgin Islands,2015,33,X,0.854701,3,1,351
New York City,2015,33,X,1.01007,982,79,97221
Alabama,2015,34,X,1.19769,85,14,7097
Alaska,2015,34,X,0.496278,2,3,403
Arizona,2015,34,X,0.904374,190,51,21009
Arkansas,2015,34,X,0.186451,3,6,1609
California,2015,34,X,1.30353,431,99,33064
Colorado,2015,34,X,0.630734,22,6,3488
Connecticut,2015,34,X,0,0,5,2463
Delaware,2015,34,X,0,0,7,1660
District of Columbia,2015,34,0,0,0,0,0
Florida,2015,34,X,X,X,X,X
Georgia,2015,34,X,0.940312,302,28,32117
Hawaii,2015,34,X,1.14141,18,13,1577
Idaho,2015,34,X,0,0,2,973
Illinois,2015,34,X,1.0581,450,61,42529
Indiana,2015,34,X,0.874126,35,20,4004
Iowa,2015,34,X,0,0,3,1198
Kansas,2015,34,X,0.313934,13,14,4141
Kentucky,2015,34,X,0.0190087,4,10,21043
Louisiana,2015,34,X,1.40946,628,69,44556
Maine,2015,34,X,0.58126,25,19,4301
Maryland,2015,34,X,0.980597,47,13,4793
Massachusetts,2015,34,X,0.666414,123,23,18457
Michigan,2015,34,X,0.143258,23,51,16055
Minnesota,2015,34,X,1.17915,57,11,4834
Mississippi,2015,34,X,1.57368,286,43,18174
Missouri,2015,34,X,0.148846,6,17,4031
Montana,2015,34,X,0,0,5,2019
Nebraska,2015,34,X,0.609756,10,10,1640
Nevada,2015,34,X,0.739504,31,14,4192
New Hampshire,2015,34,X,0,0,16,2799
New Jersey,2015,34,X,0.555374,17,9,3061
New Mexico,2015,34,X,0.999147,82,17,8207
New York,2015,34,X,1.27684,88,56,6892
North Carolina,2015,34,X,0.969753,42,16,4331
North Dakota,2015,34,X,0,0,3,820
Ohio,2015,34,X,0.442478,33,23,7458
Oklahoma,2015,34,X,0.420168,9,15,2142
Oregon,2015,34,X,0,0,5,1325
Pennsylvania,2015,34,X,0.763889,88,43,11520
Rhode Island,2015,34,X,0.0392234,2,20,5099
South Carolina,2015,34,X,0.121704,3,8,2465
South Dakota,2015,34,X,0.892374,33,18,3698
Tennessee,2015,34,X,0.292015,29,51,9931
Texas,2015,34,X,1.1363,402,83,35378
Utah,2015,34,X,0.773633,146,43,18872
Vermont,2015,34,X,0.776197,6,4,773
Virginia,2015,34,X,0.865735,682,115,78777
Washington,2015,34,X,0.193673,6,30,3098
West Virginia,2015,34,X,0.518533,54,26,10414
Wisconsin,2015,34,X,0.298507,8,21,2680
Wyoming,2015,34,X,0.114025,3,12,2631
Puerto Rico,2015,34,X,2.52188,121,7,4798
Virgin Islands,2015,34,X,0.613497,2,1,326
New York City,2015,34,X,0.946831,918,79,96955
Alabama,2015,35,X,1.05548,74,14,7011
Alaska,2015,35,X,1.17096,10,5,854
Arizona,2015,35,X,0.838819,158,43,18836
Arkansas,2015,35,X,0.243309,4,6,1644
California,2015,35,X,1.26281,419,97,33180
Colorado,2015,35,X,0.428004,14,6,3271
Connecticut,2015,35,X,0.0654664,2,6,3055
Delaware,2015,35,X,0,0,7,1656
District of Columbia,2015,35,0,0,0,0,0
Florida,2015,35,X,X,X,X,X
Georgia,2015,35,X,1.09347,321,27,29356
Hawaii,2015,35,X,1.13208,12,11,1060
Idaho,2015,35,X,0.610998,6,3,982
Illinois,2015,35,X,1.01978,428,61,41970
Indiana,2015,35,X,0.598679,29,21,4844
Iowa,2015,35,X,0.154799,2,3,1292
Kansas,2015,35,X,0.272232,12,14,4408
Kentucky,2015,35,X,0.00493097,1,9,20280
Louisiana,2015,35,X,1.48782,673,74,45234
Maine,2015,35,X,0.892676,44,25,4929
Maryland,2015,35,X,1.30884,57,11,4355
Massachusetts,2015,35,X,0.528587,98,23,18540
Michigan,2015,35,X,0.223573,32,49,14313
Minnesota,2015,35,X,0.72381,38,11,5250
Mississippi,2015,35,X,2.53905,369,43,14533
Missouri,2015,35,X,0.0474834,2,17,4212
Montana,2015,35,X,0,0,5,2245
Nebraska,2015,35,X,0.507614,8,10,1576
Nevada,2015,35,X,0.795756,33,14,4147
New Hampshire,2015,35,X,0.0729395,2,16,2742
New Jersey,2015,35,X,0.867137,59,18,6804
New Mexico,2015,35,X,0.835073,8,2,958
New York,2015,35,X,0.708316,50,55,7059
North Carolina,2015,35,X,0.651011,28,16,4301
North Dakota,2015,35,X,0,0,3,814
Ohio,2015,35,X,0.414823,30,24,7232
Oklahoma,2015,35,X,0.671488,13,15,1936
Oregon,2015,35,X,0.292398,7,9,2394
Pennsylvania,2015,35,X,1.09982,119,43,10820
Rhode Island,2015,35,X,0.0196618,1,19,5086
South Carolina,2015,35,X,0.0776699,2,9,2575
South Dakota,2015,35,X,0.601464,23,18,3824
Tennessee,2015,35,X,0.439711,45,55,10234
Texas,2015,35,X,1.52525,531,84,34814
Utah,2015,35,X,0.905648,165,42,18219
Vermont,2015,35,X,0.398406,3,4,753
Virginia,2015,35,X,1.05626,791,109,74887
Washington,2015,35,X,0.347705,10,29,2876
West Virginia,2015,35,X,0.677201,69,25,10189
Wisconsin,2015,35,X,0.522755,17,22,3252
Wyoming,2015,35,X,0.104858,3,13,2861
Puerto Rico,2015,35,X,4.16128,161,6,3869
Virgin Islands,2015,35,X,0.600601,2,1,333
New York City,2015,35,X,0.941907,925,79,98205
Alabama,2015,36,X,0.871632,66,16,7572
Alaska,2015,36,X,1.97183,21,6,1065
Arizona,2015,36,X,0.819975,133,43,16220
Arkansas,2015,36,X,0.346741,5,6,1442
California,2015,36,X,0.909243,218,95,23976
Colorado,2015,36,X,0.36523,10,5,2738
Connecticut,2015,36,X,0.13741,4,6,2911
Delaware,2015,36,X,0,0,7,1247
District of Columbia,2015,36,0,0,0,0,0
Florida,2015,36,X,X,X,X,X
Georgia,2015,36,X,1.27579,371,27,29080
Hawaii,2015,36,X,2.0979,36,14,1716
Idaho,2015,36,X,0.591716,6,2,1014
Illinois,2015,36,X,1.22324,500,60,40875
Indiana,2015,36,X,0.86145,36,21,4179
Iowa,2015,36,X,0.23753,1,2,421
Kansas,2015,36,X,0.221293,9,14,4067
Kentucky,2015,36,X,0.0174886,3,9,17154
Louisiana,2015,36,X,1.71873,691,70,40204
Maine,2015,36,X,0.777143,34,25,4375
Maryland,2015,36,X,1.85274,77,12,4156
Massachusetts,2015,36,X,0.662703,107,24,16146
Michigan,2015,36,X,0.181549,27,52,14872
Minnesota,2015,36,X,0.527958,22,10,4167
Mississippi,2015,36,X,1.93839,314,44,16199
Missouri,2015,36,X,0.244126,8,14,3277
Montana,2015,36,X,0.0494315,1,5,2023
Nebraska,2015,36,X,0.820896,11,10,1340
Nevada,2015,36,X,0.842156,35,14,4156
New Hampshire,2015,36,X,0.0478927,1,15,2088
New Jersey,2015,36,X,1.28706,89,18,6915
New Mexico,2015,36,X,1.15894,70,15,6040
New York,2015,36,X,0.690934,41,55,5934
North Carolina,2015,36,X,0.310463,10,14,3221
North Dakota,2015,36,X,0.129534,1,3,772
Ohio,2015,36,X,0.417633,27,23,6465
Oklahoma,2015,36,X,0.596421,9,13,1509
Oregon,2015,36,X,0.876011,13,6,1484
Pennsylvania,2015,36,X,0.928897,110,45,11842
Rhode Island,2015,36,X,0.0398486,2,20,5019
South Carolina,2015,36,X,0.182565,4,9,2191
South Dakota,2015,36,X,0.816565,28,18,3429
Tennessee,2015,36,X,0.58651,52,54,8866
Texas,2015,36,X,2.01858,578,79,28634
Utah,2015,36,X,0.79352,144,43,18147
Vermont,2015,36,X,0.616523,5,4,811
Virginia,2015,36,X,1.14117,872,107,76413
Washington,2015,36,X,0.198886,5,29,2514
West Virginia,2015,36,X,0.614425,65,24,10579
Wisconsin,2015,36,X,0.320307,10,21,3122
Wyoming,2015,36,X,0.208333,5,13,2400
Puerto Rico,2015,36,X,2.8917,153,7,5291
Virgin Islands,2015,36,X,0.60241,2,1,332
New York City,2015,36,X,0.92019,872,77,94763
Alabama,2015,37,X,1.25708,71,13,5648
Alaska,2015,37,X,1.08803,11,6,1011
Arizona,2015,37,X,0.90587,202,50,22299
Arkansas,2015,37,X,0.172712,3,6,1737
California,2015,37,X,1.4079,471,100,33454
Colorado,2015,37,X,0.453858,15,5,3305
Connecticut,2015,37,X,0.0569801,2,6,3510
Delaware,2015,37,X,0,0,7,1751
District of Columbia,2015,37,0,0,0,0,0
Florida,2015,37,X,X,X,X,X
Georgia,2015,37,X,1.04745,334,28,31887
Hawaii,2015,37,X,2.0552,35,14,1703
Idaho,2015,37,X,0.0693001,1,3,1443
Illinois,2015,37,X,1.4677,643,63,43810
Indiana,2015,37,X,0.847637,40,21,4719
Iowa,2015,37,X,0,0,2,535
Kansas,2015,37,X,0.621404,27,14,4345
Kentucky,2015,37,X,0.0324781,7,9,21553
Louisiana,2015,37,X,1.72775,766,71,44335
Maine,2015,37,X,0.731261,28,24,3829
Maryland,2015,37,X,1.60536,79,12,4921
Massachusetts,2015,37,X,0.681726,134,24,19656
Michigan,2015,37,X,0.298647,51,51,17077
Minnesota,2015,37,X,0.393332,21,11,5339
Mississippi,2015,37,X,2.11071,347,39,16440
Missouri,2015,37,X,0.735294,24,16,3264
Montana,2015,37,X,0.140302,4,7,2851
Nebraska,2015,37,X,0.572519,9,10,1572
Nevada,2015,37,X,0.497512,23,14,4623
New Hampshire,2015,37,X,0.0733138,2,15,2728
New Jersey,2015,37,X,0.959693,50,10,5210
New Mexico,2015,37,X,1.40389,91,15,6482
New York,2015,37,X,1.23784,84,54,6786
North Carolina,2015,37,X,0.765143,36,16,4705
North Dakota,2015,37,X,0,0,3,883
Ohio,2015,37,X,0.288462,27,39,9360
Oklahoma,2015,37,X,1.45985,36,17,2466
Oregon,2015,37,X,0.610772,11,6,1801
Pennsylvania,2015,37,X,1.19428,157,44,13146
Rhode Island,2015,37,X,0.0528355,3,18,5678
South Carolina,2015,37,X,0.404115,11,9,2722
South Dakota,2015,37,X,0.584795,3,2,513
Tennessee,2015,37,X,0.637301,68,55,10670
Texas,2015,37,X,1.8631,641,82,34405
Utah,2015,37,X,0.710344,130,42,18301
Vermont,2015,37,X,1.25945,10,4,794
Virginia,2015,37,X,1.07965,900,117,83360
Washington,2015,37,X,0.476644,15,29,3147
West Virginia,2015,37,X,0.656374,71,25,10817
Wisconsin,2015,37,X,0.60551,20,20,3303
Wyoming,2015,37,X,0.374532,11,13,2937
Puerto Rico,2015,37,X,3.39355,139,6,4096
Virgin Islands,2015,37,X,0.536193,2,1,373
New York City,2015,37,X,1.12442,1130,80,100496
Alabama,2015,38,X,1.64931,95,15,5760
Alaska,2015,38,X,1.00503,8,5,796
Arizona,2015,38,X,1.01333,225,49,22204
Arkansas,2015,38,X,0.309215,5,6,1617
California,2015,38,X,1.34636,463,97,34389
Colorado,2015,38,X,0.631769,21,5,3324
Connecticut,2015,38,X,0.17673,6,6,3395
Delaware,2015,38,X,0.0602773,1,7,1659
District of Columbia,2015,38,0,0,0,0,0
Florida,2015,38,X,X,X,X,X
Georgia,2015,38,X,1.17176,357,25,30467
Hawaii,2015,38,X,2.17267,38,14,1749
Idaho,2015,38,X,0.063012,1,3,1587
Illinois,2015,38,X,1.42413,609,62,42763
Indiana,2015,38,X,1.11996,45,18,4018
Iowa,2015,38,X,0.19802,1,2,505
Kansas,2015,38,X,0.898357,35,13,3896
Kentucky,2015,38,X,0.0534974,12,9,22431
Louisiana,2015,38,X,1.75498,729,69,41539
Maine,2015,38,X,0.192097,7,19,3644
Maryland,2015,38,X,1.46268,68,12,4649
Massachusetts,2015,38,X,0.629266,130,25,20659
Michigan,2015,38,X,0.208333,31,48,14880
Minnesota,2015,38,X,0.78256,42,11,5367
Mississippi,2015,38,X,2.3217,389,44,16755
Missouri,2015,38,X,0.819921,27,16,3293
Montana,2015,38,X,0.130548,3,5,2298
Nebraska,2015,38,X,0.720839,11,9,1526
Nevada,2015,38,X,0.94541,31,12,3279
New Hampshire,2015,38,X,0.11592,3,15,2588
New Jersey,2015,38,X,1.91625,135,18,7045
New Mexico,2015,38,X,1.02536,93,18,9070
New York,2015,38,X,1.01226,71,55,7014
North Carolina,2015,38,X,0.813221,31,14,3812
North Dakota,2015,38,X,0,0,3,957
Ohio,2015,38,X,0.533826,52,39,9741
Oklahoma,2015,38,X,1.08949,28,17,2570
Oregon,2015,38,X,0.703518,21,6,2985
Pennsylvania,2015,38,X,1.19665,143,44,11950
Rhode Island,2015,38,X,0.0800641,5,19,6245
South Carolina,2015,38,X,0.208044,6,8,2884
South Dakota,2015,38,X,0.204082,1,2,490
Tennessee,2015,38,X,0.596986,61,54,10218
Texas,2015,38,X,2.09836,710,82,33836
Utah,2015,38,X,1.11618,225,44,20158
Vermont,2015,38,X,0.701262,5,4,713
Virginia,2015,38,X,1.29069,1142,124,88480
Washington,2015,38,X,0.446999,14,28,3132
West Virginia,2015,38,X,0.766479,75,23,9785
Wisconsin,2015,38,X,0.561134,19,19,3386
Wyoming,2015,38,X,0.311526,8,11,2568
Puerto Rico,2015,38,X,3.70747,146,6,3938
Virgin Islands,2015,38,X,0.515464,2,1,388
New York City,2015,38,X,1.26741,1281,86,101072
Alabama,2015,39,X,2.15379,128,14,5943
Alaska,2015,39,X,0.505689,4,5,791
Arizona,2015,39,X,0.736351,169,48,22951
Arkansas,2015,39,X,0.2574,4,6,1554
California,2015,39,X,1.21246,348,87,28702
Colorado,2015,39,X,0.394777,13,6,3293
Connecticut,2015,39,X,0.448632,20,7,4458
Delaware,2015,39,X,0,0,9,2112
District of Columbia,2015,39,0,0,0,0,0
Florida,2015,39,X,X,X,X,X
Georgia,2015,39,X,1.40799,431,27,30611
Hawaii,2015,39,X,1.89255,31,14,1638
Idaho,2015,39,X,0.30722,6,7,1953
Illinois,2015,39,X,1.28036,542,63,42332
Indiana,2015,39,X,1.21769,49,18,4024
Iowa,2015,39,X,0.967742,6,3,620
Kansas,2015,39,X,1.2293,49,13,3986
Kentucky,2015,39,X,0.0502581,11,10,21887
Louisiana,2015,39,X,1.79191,811,75,45259
Maine,2015,39,X,0.536033,27,25,5037
Maryland,2015,39,X,1.24585,75,15,6020
Massachusetts,2015,39,X,0.407127,77,24,18913
Michigan,2015,39,X,0.281641,48,50,17043
Minnesota,2015,39,X,0.815059,42,10,5153
Mississippi,2015,39,X,2.19729,421,46,19160
Missouri,2015,39,X,0.908785,27,16,2971
Montana,2015,39,X,0.0581734,1,5,1719
Nebraska,2015,39,X,1.19403,16,9,1340
Nevada,2015,39,X,1.30785,39,11,2982
New Hampshire,2015,39,X,0.0653595,2,17,3060
New Jersey,2015,39,X,1.44609,92,17,6362
New Mexico,2015,39,X,0.931677,66,15,7084
New York,2015,39,X,0.426954,23,23,5387
North Carolina,2015,39,X,1.11747,41,15,3669
North Dakota,2015,39,X,0.087108,1,6,1148
Ohio,2015,39,X,0.57026,53,41,9294
Oklahoma,2015,39,X,1.06336,24,13,2257
Oregon,2015,39,X,0.283587,8,8,2821
Pennsylvania,2015,39,X,1.00901,112,25,11100
Rhode Island,2015,39,X,0.12747,8,19,6276
South Carolina,2015,39,X,0.283086,8,8,2826
South Dakota,2015,39,X,0.34662,2,2,577
Tennessee,2015,39,X,0.411219,39,51,9484
Texas,2015,39,X,2.17404,775,84,35648
Utah,2015,39,X,1.03753,201,42,19373
Vermont,2015,39,X,0.806452,6,4,744
Virginia,2015,39,X,1.31923,1135,123,86035
Washington,2015,39,X,0.911577,30,28,3291
West Virginia,2015,39,X,0.771431,89,27,11537
Wisconsin,2015,39,X,1.30351,74,20,5677
Wyoming,2015,39,X,0.227964,6,12,2632
Puerto Rico,2015,39,X,3.79198,210,8,5538
Virgin Islands,2015,39,X,1.48148,6,1,405
New York City,2015,39,X,1.23467,1179,78,95491
Alabama,2015,40,X,2.58875,272,28,10507
Alaska,2015,40,X,0.627353,10,7,1594
Arizona,2015,40,X,1.23609,290,52,23461
Arkansas,2015,40,X,1.14799,46,14,4007
California,2015,40,X,1.38064,558,125,40416
Colorado,2015,40,X,0.51656,17,5,3291
Connecticut,2015,40,X,1.0157,55,17,5415
Delaware,2015,40,X,0.0994777,4,16,4021
District of Columbia,2015,40,0,0,0,0,0
Florida,2015,40,X,X,X,X,X
Georgia,2015,40,X,1.4234,385,30,27048
Hawaii,2015,40,X,2.33303,51,20,2186
Idaho,2015,40,X,0.404263,11,8,2721
Illinois,2015,40,X,1.63805,833,80,50853
Indiana,2015,40,X,0.923388,64,31,6931
Iowa,2015,40,X,0.433735,9,9,2075
Kansas,2015,40,X,1.12164,90,35,8024
Kentucky,2015,40,X,0.236898,57,24,24061
Louisiana,2015,40,X,1.81531,804,73,44290
Maine,2015,40,X,1.1742,67,28,5706
Maryland,2015,40,X,1.09231,82,32,7507
Massachusetts,2015,40,X,0.790429,185,44,23405
Michigan,2015,40,X,0.679905,164,66,24121
Minnesota,2015,40,X,0.597213,36,17,6028
Mississippi,2015,40,X,2.15856,428,53,19828
Missouri,2015,40,X,1.11897,87,17,7775
Montana,2015,40,X,0.129618,4,8,3086
Nebraska,2015,40,X,0.428878,12,16,2798
Nevada,2015,40,X,0.62855,83,28,13205
New Hampshire,2015,40,X,0.0828672,4,22,4827
New Jersey,2015,40,X,0.896943,98,23,10926
New Mexico,2015,40,X,0.971393,109,26,11221
New York,2015,40,X,0.588433,70,80,11896
North Carolina,2015,40,X,0.835925,129,48,15432
North Dakota,2015,40,X,0.60652,8,9,1319
Ohio,2015,40,X,0.54476,97,67,17806
Oklahoma,2015,40,X,0.937038,57,28,6083
Oregon,2015,40,X,0.609618,27,15,4429
Pennsylvania,2015,40,X,1.30656,203,54,15537
Rhode Island,2015,40,X,0.110072,6,16,5451
South Carolina,2015,40,X,0.539773,19,11,3520
South Dakota,2015,40,X,0.981962,92,34,9369
Tennessee,2015,40,X,0.734619,72,53,9801
Texas,2015,40,X,3.1748,1016,126,32002
Utah,2015,40,X,1.05777,206,44,19475
Vermont,2015,40,X,0.222519,5,7,2247
Virginia,2015,40,X,1.33996,1197,128,89331
Washington,2015,40,X,0.441684,32,47,7245
West Virginia,2015,40,X,1.02553,184,50,17942
Wisconsin,2015,40,X,1.89587,134,23,7068
Wyoming,2015,40,X,0.418318,19,21,4542
Puerto Rico,2015,40,X,3.35556,156,8,4649
Virgin Islands,2015,40,X,1.11421,4,1,359
New York City,2015,40,X,1.23738,1259,87,101747
Alabama,2015,41,X,2.48819,258,28,10369
Alaska,2015,41,X,1.17302,20,8,1705
Arizona,2015,41,X,1.44689,360,54,24881
Arkansas,2015,41,X,0.863984,35,15,4051
California,2015,41,X,1.5661,653,138,41696
Colorado,2015,41,X,0.62028,23,6,3708
Connecticut,2015,41,X,0.805524,49,16,6083
Delaware,2015,41,X,0.0235738,1,16,4242
District of Columbia,2015,41,X,0.108932,1,1,918
Florida,2015,41,X,X,X,X,X
Georgia,2015,41,X,1.17165,360,30,30726
Hawaii,2015,41,X,1.79028,35,20,1955
Idaho,2015,41,X,0.354484,10,9,2821
Illinois,2015,41,X,1.7586,908,80,51632
Indiana,2015,41,X,1.1695,79,30,6755
Iowa,2015,41,X,0.28746,8,10,2783
Kansas,2015,41,X,1.02605,78,35,7602
Kentucky,2015,41,X,0.307777,78,27,25343
Louisiana,2015,41,X,1.81375,840,71,46313
Maine,2015,41,X,0.893655,50,28,5595
Maryland,2015,41,X,0.792553,63,30,7949
Massachusetts,2015,41,X,0.643767,134,43,20815
Michigan,2015,41,X,0.682377,172,70,25206
Minnesota,2015,41,X,1.17073,60,16,5125
Mississippi,2015,41,X,2.57163,473,53,18393
Missouri,2015,41,X,1.26363,102,16,8072
Montana,2015,41,X,0.110092,3,8,2725
Nebraska,2015,41,X,0.451722,16,16,3542
Nevada,2015,41,X,0.397966,54,27,13569
New Hampshire,2015,41,X,0.17753,7,21,3943
New Jersey,2015,41,X,0.608305,23,14,3781
New Mexico,2015,41,X,0.906883,112,27,12350
New York,2015,41,X,0.557203,62,80,11127
North Carolina,2015,41,X,1.28871,196,50,15209
North Dakota,2015,41,X,0.211119,3,10,1421
Ohio,2015,41,X,0.650656,123,68,18904
Oklahoma,2015,41,X,2.1645,130,28,6006
Oregon,2015,41,X,0.889757,41,16,4608
Pennsylvania,2015,41,X,1.50744,228,53,15125
Rhode Island,2015,41,X,0.145864,7,16,4799
South Carolina,2015,41,X,0.874568,38,12,4345
South Dakota,2015,41,X,0.928495,87,34,9370
Tennessee,2015,41,X,0.604789,49,51,8102
Texas,2015,41,X,3.42995,1084,124,31604
Utah,2015,41,X,1.05639,204,44,19311
Vermont,2015,41,X,0.295334,10,10,3386
Virginia,2015,41,X,1.50892,1325,125,87811
Washington,2015,41,X,0.730327,40,46,5477
West Virginia,2015,41,X,0.978325,181,51,18501
Wisconsin,2015,41,X,1.7285,123,24,7116
Wyoming,2015,41,X,0.416336,21,23,5044
Puerto Rico,2015,41,X,2.96902,138,8,4648
Virgin Islands,2015,41,X,1.79949,7,1,389
New York City,2015,41,X,1.37565,1404,86,102061
Alabama,2015,42,X,2.31635,251,29,10836
Alaska,2015,42,X,0.982659,17,7,1730
Arizona,2015,42,X,1.49271,396,56,26529
Arkansas,2015,42,X,0.997208,50,17,5014
California,2015,42,X,1.50411,677,140,45010
Colorado,2015,42,X,0.528659,19,6,3594
Connecticut,2015,42,X,0.963763,50,16,5188
Delaware,2015,42,X,0.0697188,3,16,4303
District of Columbia,2015,42,X,0.487805,4,1,820
Florida,2015,42,X,X,X,X,X
Georgia,2015,42,X,1.03207,318,31,30812
Hawaii,2015,42,X,1.30685,25,19,1913
Idaho,2015,42,X,0.609989,16,8,2623
Illinois,2015,42,X,1.6042,806,80,50243
Indiana,2015,42,X,1.07755,66,30,6125
Iowa,2015,42,X,0.630473,18,10,2855
Kansas,2015,42,X,1.05094,85,34,8088
Kentucky,2015,42,X,0.318249,82,23,25766
Louisiana,2015,42,X,2.04177,964,76,47214
Maine,2015,42,X,1.09129,63,28,5773
Maryland,2015,42,X,1.44368,116,30,8035
Massachusetts,2015,42,X,0.733375,177,44,24135
Michigan,2015,42,X,0.655234,162,70,24724
Minnesota,2015,42,X,0.78125,45,17,5760
Mississippi,2015,42,X,2.59902,521,53,20046
Missouri,2015,42,X,1.60311,132,18,8234
Montana,2015,42,X,0.286328,8,7,2794
Nebraska,2015,42,X,0.498287,16,16,3211
Nevada,2015,42,X,0.488183,63,27,12905
New Hampshire,2015,42,X,0.137426,6,21,4366
New Jersey,2015,42,X,0.605908,24,14,3961
New Mexico,2015,42,X,1.16146,142,27,12226
New York,2015,42,X,0.85962,115,82,13378
North Carolina,2015,42,X,1.24048,220,54,17735
North Dakota,2015,42,X,0.232739,3,9,1289
Ohio,2015,42,X,0.572453,115,68,20089
Oklahoma,2015,42,X,2.18176,133,26,6096
Oregon,2015,42,X,0.801527,42,21,5240
Pennsylvania,2015,42,X,1.61744,230,52,14220
Rhode Island,2015,42,X,0.23129,14,17,6053
South Carolina,2015,42,X,1.06744,44,12,4122
South Dakota,2015,42,X,0.818172,76,34,9289
Tennessee,2015,42,X,0.757878,76,55,10028
Texas,2015,42,X,3.63057,1162,122,32006
Utah,2015,42,X,1.22651,216,42,17611
Vermont,2015,42,X,0.486174,16,10,3291
Virginia,2015,42,X,1.7641,1565,127,88714
Washington,2015,42,X,0.349592,21,46,6007
West Virginia,2015,42,X,1.31689,237,51,17997
Wisconsin,2015,42,X,1.82971,127,25,6941
Wyoming,2015,42,X,0.541691,28,24,5169
Puerto Rico,2015,42,X,4.26033,199,9,4671
Virgin Islands,2015,42,X,1.03896,4,1,385
New York City,2015,42,X,1.48518,1485,85,99988
Alabama,2015,43,X,2.19702,279,26,12699
Alaska,2015,43,X,0.531601,9,7,1693
Arizona,2015,43,X,1.80696,404,53,22358
Arkansas,2015,43,X,0.845899,46,17,5438
California,2015,43,X,1.61772,715,151,44198
Colorado,2015,43,X,0.440744,18,5,4084
Connecticut,2015,43,X,1.42061,51,15,3590
Delaware,2015,43,X,0.123885,5,16,4036
District of Columbia,2015,43,X,2.58663,53,1,2049
Florida,2015,43,X,X,X,X,X
Georgia,2015,43,X,0.847821,257,30,30313
Hawaii,2015,43,X,1.5625,28,18,1792
Idaho,2015,43,X,0.576271,17,9,2950
Illinois,2015,43,X,1.77543,842,76,47425
Indiana,2015,43,X,1.18121,85,30,7196
Iowa,2015,43,X,0.285714,8,10,2800
Kansas,2015,43,X,1.20738,91,35,7537
Kentucky,2015,43,X,0.423318,118,29,27875
Louisiana,2015,43,X,1.86562,823,77,44114
Maine,2015,43,X,1.03147,59,28,5720
Maryland,2015,43,X,1.44254,121,33,8388
Massachusetts,2015,43,X,0.589921,142,41,24071
Michigan,2015,43,X,0.722036,187,71,25899
Minnesota,2015,43,X,0.831601,48,18,5772
Mississippi,2015,43,X,2.55443,501,53,19613
Missouri,2015,43,X,1.13927,98,20,8602
Montana,2015,43,X,0.059453,2,8,3364
Nebraska,2015,43,X,0.331583,12,17,3619
Nevada,2015,43,X,0.689338,90,28,13056
New Hampshire,2015,43,X,0.20979,9,22,4290
New Jersey,2015,43,X,0.426487,19,14,4455
New Mexico,2015,43,X,0.995633,114,25,11450
New York,2015,43,X,0.816171,107,83,13110
North Carolina,2015,43,X,1.40775,227,52,16125
North Dakota,2015,43,X,0.160128,2,10,1249
Ohio,2015,43,X,0.589923,109,69,18477
Oklahoma,2015,43,X,2.18795,122,25,5576
Oregon,2015,43,X,0.816957,37,19,4529
Pennsylvania,2015,43,X,1.35201,222,53,16420
Rhode Island,2015,43,X,0.231099,14,17,6058
South Carolina,2015,43,X,1.67598,81,13,4833
South Dakota,2015,43,X,1.01793,88,33,8645
Tennessee,2015,43,X,0.642475,54,51,8405
Texas,2015,43,X,3.84937,1152,123,29927
Utah,2015,43,X,1.12832,212,44,18789
Vermont,2015,43,X,0.445633,15,10,3366
Virginia,2015,43,X,1.54868,1341,125,86590
Washington,2015,43,X,0.970874,55,37,5665
West Virginia,2015,43,X,1.07118,197,52,18391
Wisconsin,2015,43,X,1.56403,112,24,7161
